plot_id,season,site_id,site_name,region,variety,treatment,replicate,rainfall_mm,growing_degree_days,disease_pressure_index,stand_count_per_m2,lodging_pct,yield_t_ha
P00430,2022,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,2,488.8,2470.0,12.5,7.8,3.9,9.45
P00431,2022,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,3,488.8,2470.0,15.3,8.18,2.7,9.0
P00432,2022,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,4,488.8,2470.0,14.4,7.68,3.0,8.51
P00433,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,1,488.8,2470.0,83.3,7.96,8.2,9.46
P00434,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,2,488.8,2470.0,64.8,7.6,4.8,9.9
P00435,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,3,488.8,2470.0,82.8,7.2,9.1,10.24
P00436,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,4,488.8,2470.0,73.4,7.94,9.4,9.42
P00437,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,1,488.8,2470.0,34.8,8.07,4.8,10.13
P00438,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,2,488.8,2470.0,37.8,7.98,2.5,9.35
P00439,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,3,488.8,2470.0,30.9,7.65,3.2,10.56
P00440,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,4,488.8,2470.0,32.4,7.98,3.4,9.8
P00441,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,1,488.8,2470.0,17.4,8.16,2.3,10.89
P00442,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,2,488.8,2470.0,14.7,7.56,6.9,10.65
P00443,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,3,488.8,2470.0,14.9,8.17,2.3,9.99
P00444,2022,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,4,488.8,2470.0,17.2,8.56,2.2,10.36
P00445,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,1,488.8,2470.0,68.0,7.92,4.5,8.49
P00446,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,2,488.8,2470.0,61.9,7.64,4.3,7.72
P00447,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,3,488.8,2470.0,77.6,7.59,6.6,8.34
P00448,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,4,488.8,2470.0,73.9,7.86,7.7,8.45
P00449,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,1,488.8,2470.0,27.3,7.93,3.1,8.75
P00450,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,2,488.8,2470.0,31.4,8.29,6.6,8.75
P00451,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,3,488.8,2470.0,34.9,7.27,4.4,8.09
P00452,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,4,488.8,2470.0,36.6,7.19,5.6,8.17
P00453,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,1,488.8,2470.0,12.6,7.52,1.2,8.99
P00454,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,2,488.8,2470.0,15.7,6.91,1.0,8.77
P00455,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,3,488.8,2470.0,14.8,8.7,0.9,8.86
P00456,2022,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,4,488.8,2470.0,14.8,7.87,2.5,8.6
P00457,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,1,488.8,2470.0,79.2,8.06,5.5,8.46
P00458,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,2,488.8,2470.0,82.5,8.2,7.1,8.51
P00459,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,3,488.8,2470.0,76.9,7.35,6.3,8.96
P00460,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,4,488.8,2470.0,81.4,7.83,5.2,9.56
P00461,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,1,488.8,2470.0,33.3,7.51,5.8,9.72
P00462,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,2,488.8,2470.0,32.0,7.34,2.0,9.55
P00463,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,3,488.8,2470.0,32.2,7.81,4.9,9.47
P00464,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,4,488.8,2470.0,29.0,7.57,3.7,9.71
P00465,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,1,488.8,2470.0,14.0,7.58,2.4,10.52
P00466,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,2,488.8,2470.0,15.0,8.32,1.1,9.69
P00467,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,3,488.8,2470.0,14.1,8.1,1.7,10.12
P00468,2022,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,4,488.8,2470.0,15.1,7.36,1.9,10.31
P00469,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,1,488.8,2470.0,80.1,7.3,4.8,8.56
P00470,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,2,488.8,2470.0,79.3,8.32,5.3,8.57
P00471,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,3,488.8,2470.0,75.2,7.71,4.5,9.87
P00472,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,4,488.8,2470.0,82.3,7.61,7.4,9.04
P00473,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,1,488.8,2470.0,35.7,7.68,4.2,9.88
P00474,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,2,488.8,2470.0,34.5,7.57,3.2,10.47
P00475,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,3,488.8,2470.0,34.3,7.67,4.2,10.14
P00476,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,4,488.8,2470.0,37.1,7.46,7.5,10.11
P00477,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,1,488.8,2470.0,14.7,7.74,1.3,10.45
P00478,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,2,488.8,2470.0,13.5,7.59,3.9,10.47
P00479,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,3,488.8,2470.0,15.5,7.6,1.9,11.42
P00480,2022,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,4,488.8,2470.0,14.4,7.72,2.0,10.33
P00481,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,1,722.5,2513.0,49.0,7.87,3.3,9.85
P00482,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,2,722.5,2513.0,58.7,7.6,4.5,9.75
P00483,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,3,722.5,2513.0,57.7,7.42,6.5,9.3
P00484,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,4,722.5,2513.0,55.9,7.22,3.1,9.44
P00485,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,1,722.5,2513.0,29.4,8.6,2.3,10.25
P00486,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,2,722.5,2513.0,22.9,8.2,14.3,10.79
P00487,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,3,722.5,2513.0,29.6,7.53,1.9,10.82
P00488,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,4,722.5,2513.0,25.5,8.65,1.6,11.12
P00489,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,1,722.5,2513.0,9.7,7.55,3.8,10.58
P00490,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,2,722.5,2513.0,10.7,7.47,0.8,10.51
P00491,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,3,722.5,2513.0,10.5,7.93,3.0,10.67
P00492,2022,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,4,722.5,2513.0,11.7,7.89,1.6,10.5
P00493,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,1,722.5,2513.0,43.8,7.6,6.9,11.32
P00494,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,2,722.5,2513.0,64.6,7.78,5.9,11.36
P00495,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,3,722.5,2513.0,47.6,7.99,6.9,10.95
P00496,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,4,722.5,2513.0,51.5,7.31,3.7,11.22
P00497,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,1,722.5,2513.0,26.1,8.3,5.0,11.32
P00498,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,2,722.5,2513.0,20.6,7.53,2.3,10.71
P00499,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,3,722.5,2513.0,26.4,8.01,4.8,11.13
P00500,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,4,722.5,2513.0,27.4,7.97,4.2,11.77
P00501,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,1,722.5,2513.0,12.5,7.75,6.6,12.26
P00502,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,2,722.5,2513.0,9.9,7.99,1.9,11.89
P00503,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,3,722.5,2513.0,11.8,8.12,3.0,11.09
P00504,2022,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,4,722.5,2513.0,11.8,7.51,1.1,11.92
P00505,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Untreated Check,1,722.5,2513.0,50.5,7.67,7.9,9.37
P00506,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Untreated Check,2,722.5,2513.0,55.3,7.89,3.2,9.83
P00507,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Untreated Check,3,722.5,2513.0,63.3,8.01,6.6,9.57
P00508,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Untreated Check,4,722.5,2513.0,59.3,7.97,14.3,9.93
P00509,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Alpha,1,722.5,2513.0,26.4,7.45,1.7,9.33
P00510,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Alpha,2,722.5,2513.0,25.3,7.44,6.8,9.87
P00511,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Alpha,3,722.5,2513.0,24.7,7.73,4.7,9.46
P00512,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Alpha,4,722.5,2513.0,19.6,8.46,2.9,10.12
P00513,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Bravo,1,722.5,2513.0,12.3,8.15,3.1,9.34
P00514,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Bravo,2,722.5,2513.0,10.8,7.96,2.3,9.87
P00515,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Bravo,3,722.5,2513.0,12.3,7.67,0.8,10.91
P00516,2022,S03,River Bend Station,Central Valley,CL-Cinder 07,Programme Bravo,4,722.5,2513.0,9.8,7.52,8.9,10.32
P00517,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Untreated Check,1,722.5,2513.0,55.7,8.3,5.1,10.93
P00518,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Untreated Check,2,722.5,2513.0,55.9,7.88,3.8,10.26
P00519,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Untreated Check,3,722.5,2513.0,59.1,8.11,5.3,10.59
P00520,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Untreated Check,4,722.5,2513.0,44.8,7.58,4.2,9.86
P00521,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Alpha,1,722.5,2513.0,27.9,8.15,1.8,10.92
P00522,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Alpha,2,722.5,2513.0,24.1,7.7,3.6,11.55
P00523,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Alpha,3,722.5,2513.0,23.6,7.79,2.4,11.85
P00524,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Alpha,4,722.5,2513.0,24.9,7.9,3.3,10.92
P00525,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Bravo,1,722.5,2513.0,13.6,7.75,1.9,11.45
P00526,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Bravo,2,722.5,2513.0,10.6,7.62,2.7,11.1
P00527,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Bravo,3,722.5,2513.0,11.7,8.16,2.7,10.52
P00528,2022,S03,River Bend Station,Central Valley,CL-Delta 12,Programme Bravo,4,722.5,2513.0,12.2,7.47,4.9,11.39
P00529,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Untreated Check,1,722.5,2513.0,52.3,7.48,3.8,10.91
P00530,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Untreated Check,2,722.5,2513.0,62.4,7.93,5.4,11.73
P00531,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Untreated Check,3,722.5,2513.0,55.6,7.82,11.8,10.92
P00532,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Untreated Check,4,722.5,2513.0,50.4,7.92,4.5,9.91
P00533,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Alpha,1,722.5,2513.0,26.2,7.48,1.7,11.08
P00534,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Alpha,2,722.5,2513.0,21.0,7.9,4.3,11.88
P00535,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Alpha,3,722.5,2513.0,28.0,7.84,3.3,11.03
P00536,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Alpha,4,722.5,2513.0,24.0,7.44,2.3,11.48
P00537,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Bravo,1,722.5,2513.0,11.7,7.61,4.5,11.32
P00538,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Bravo,2,722.5,2513.0,10.4,6.74,7.2,12.11
P00539,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Bravo,3,722.5,2513.0,12.8,8.13,1.7,11.97
P00540,2022,S03,River Bend Station,Central Valley,CL-Ember 33,Programme Bravo,4,722.5,2513.0,13.2,8.05,6.0,12.43
P00541,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Untreated Check,1,712.3,2469.0,63.4,7.21,4.6,10.03
P00542,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Untreated Check,2,712.3,2469.0,76.6,7.59,7.1,9.35
P00543,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Untreated Check,3,712.3,2469.0,65.7,8.28,9.3,9.3
P00544,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Untreated Check,4,712.3,2469.0,58.9,7.41,3.4,10.85
P00545,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Alpha,1,712.3,2469.0,27.6,7.93,4.4,10.82
P00546,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Alpha,2,712.3,2469.0,24.8,8.0,2.8,10.42
P00547,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Alpha,3,712.3,2469.0,28.9,7.92,2.7,10.72
P00548,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Alpha,4,712.3,2469.0,29.7,8.03,1.7,10.51
P00549,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,1,712.3,2469.0,13.1,7.27,7.4,10.78
P00550,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,2,712.3,2469.0,12.4,7.64,8.8,10.61
P00551,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,3,712.3,2469.0,14.2,7.45,2.6,11.19
P00552,2022,S04,Lakeview Station,Central Valley,CL-Aurora 21,Programme Bravo,4,712.3,2469.0,13.1,8.28,9.9,10.71
P00553,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,1,712.3,2469.0,73.1,7.79,4.0,10.52
P00554,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,2,712.3,2469.0,62.9,6.96,3.6,11.44
P00555,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,3,712.3,2469.0,72.6,7.49,5.1,10.59
P00556,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Untreated Check,4,712.3,2469.0,71.0,7.6,4.2,12.01
P00557,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,1,712.3,2469.0,23.2,7.99,4.4,12.02
P00558,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,2,712.3,2469.0,25.8,7.9,2.2,11.8
P00559,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,3,712.3,2469.0,33.8,7.16,4.3,12.02
P00560,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Alpha,4,712.3,2469.0,28.6,8.79,5.2,11.65
P00561,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,1,712.3,2469.0,14.7,8.42,1.5,11.52
P00562,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,2,712.3,2469.0,10.8,8.16,1.2,12.02
P00563,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,3,712.3,2469.0,12.7,7.52,3.8,12.12
P00564,2022,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,4,712.3,2469.0,13.0,7.46,1.6,12.1
P00565,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,1,712.3,2469.0,74.0,7.95,11.3,10.03
P00566,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,2,712.3,2469.0,60.0,7.34,3.1,8.78
P00567,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,3,712.3,2469.0,60.7,8.73,8.2,9.57
P00568,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,4,712.3,2469.0,62.9,7.95,10.4,9.71
P00569,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,1,712.3,2469.0,31.6,7.02,4.1,9.78
P00570,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,2,712.3,2469.0,21.5,8.0,2.9,10.29
P00571,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,3,712.3,2469.0,28.0,7.47,4.5,10.54
P00572,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,4,712.3,2469.0,24.8,7.62,2.9,10.08
P00573,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,1,712.3,2469.0,12.9,7.23,1.5,10.54
P00574,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,2,712.3,2469.0,13.1,7.98,1.8,10.38
P00575,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,3,712.3,2469.0,13.7,8.33,1.9,10.6
P00576,2022,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,4,712.3,2469.0,11.9,7.6,1.9,10.21
P00577,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,1,712.3,2469.0,77.9,8.49,9.9,10.61
P00578,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,2,712.3,2469.0,64.5,7.15,4.8,10.98
P00579,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,3,712.3,2469.0,67.7,7.37,4.2,9.89
P00580,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,4,712.3,2469.0,68.3,8.6,6.8,10.33
P00581,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,1,712.3,2469.0,30.5,8.04,3.6,10.3
P00582,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,2,712.3,2469.0,27.4,7.59,2.9,11.71
P00583,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,3,712.3,2469.0,28.3,7.42,4.5,11.76
P00584,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,4,712.3,2469.0,29.5,8.1,1.8,11.69
P00585,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,1,712.3,2469.0,12.4,7.85,4.4,10.88
P00586,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,2,712.3,2469.0,16.1,7.88,2.8,11.86
P00587,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,3,712.3,2469.0,11.0,7.78,2.7,11.69
P00588,2022,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,4,712.3,2469.0,14.1,7.25,0.9,11.09
P00589,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,1,712.3,2469.0,58.1,7.49,3.8,11.56
P00590,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,2,712.3,2469.0,68.6,7.14,11.5,10.43
P00591,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,3,712.3,2469.0,64.3,8.22,11.0,11.28
P00592,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,4,712.3,2469.0,61.0,7.76,4.8,11.09
P00593,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,1,712.3,2469.0,31.9,7.89,2.7,12.25
P00594,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,2,712.3,2469.0,28.4,8.11,5.7,11.6
P00595,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,3,712.3,2469.0,31.3,8.36,7.9,11.48
P00596,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,4,712.3,2469.0,32.3,7.56,3.8,12.41
P00597,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,1,712.3,2469.0,13.0,7.6,1.9,12.74
P00598,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,2,712.3,2469.0,10.8,7.61,6.1,12.41
P00599,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,3,712.3,2469.0,14.4,7.38,1.6,13.09
P00600,2022,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,4,712.3,2469.0,13.9,8.17,3.4,12.0
P00601,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,1,810.3,2571.0,54.3,7.41,4.4,8.61
P00602,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,2,810.3,2571.0,57.4,7.69,3.4,9.1
P00603,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,3,810.3,2571.0,44.2,7.73,9.5,9.32
P00604,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,4,810.3,2571.0,54.4,7.48,4.9,8.69
P00605,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,1,810.3,2571.0,28.6,7.91,6.3,9.55
P00606,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,2,810.3,2571.0,23.1,7.82,3.9,10.18
P00607,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,3,810.3,2571.0,24.7,7.8,4.1,10.3
P00608,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,4,810.3,2571.0,25.1,7.78,8.1,9.89
P00609,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,1,810.3,2571.0,13.7,7.89,4.6,9.8
P00610,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,2,810.3,2571.0,12.3,7.85,3.2,9.48
P00611,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,3,810.3,2571.0,11.0,8.44,3.3,9.82
P00612,2022,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,4,810.3,2571.0,12.0,7.53,6.3,9.41
P00613,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,1,810.3,2571.0,48.7,8.16,4.4,11.32
P00614,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,2,810.3,2571.0,51.6,7.75,4.3,11.23
P00615,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,3,810.3,2571.0,50.4,7.63,4.1,10.8
P00616,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,4,810.3,2571.0,58.5,7.87,3.8,11.17
P00617,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,1,810.3,2571.0,27.2,7.99,6.6,11.07
P00618,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,2,810.3,2571.0,25.1,8.0,2.7,10.67
P00619,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,3,810.3,2571.0,22.8,8.16,2.5,11.08
P00620,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,4,810.3,2571.0,28.4,8.06,3.9,10.79
P00621,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,1,810.3,2571.0,10.7,7.45,7.2,10.81
P00622,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,2,810.3,2571.0,12.5,8.58,2.7,11.82
P00623,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,3,810.3,2571.0,12.6,7.76,3.0,11.12
P00624,2022,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,4,810.3,2571.0,10.0,7.77,4.4,10.61
P00625,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,1,810.3,2571.0,57.2,8.29,4.4,9.02
P00626,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,2,810.3,2571.0,53.7,8.14,8.3,8.79
P00627,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,3,810.3,2571.0,55.7,7.81,4.2,8.48
P00628,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,4,810.3,2571.0,57.0,7.9,7.6,8.78
P00629,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,1,810.3,2571.0,21.9,7.03,3.4,9.35
P00630,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,2,810.3,2571.0,22.8,7.68,5.2,9.17
P00631,2022,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,3,810.3,2571.0,20.1,7.71,2.5,9.42
